[ 2013-02-27T05:55:38+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T14:27:04+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T14:27:04+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001015s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T14:27:04+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.005391s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T14:27:04+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T06:27:06+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:27:06+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:06+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.004838s SQL = SHOW COLUMNS FROM ts_user
[ 2013-02-27T14:27:06+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.001116s SQL = SELECT `realname` FROM `ts_user` WHERE ( `id` = '1' ) LIMIT 1 
[ 2013-02-27T14:27:06+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:27:06+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 26 行.
[ 2013-02-27T14:27:06+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 33 行.
[ 2013-02-27T14:27:06+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 38 行.
[ 2013-02-27T06:27:14+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T06:27:14+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:15+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | SQL:  RunTime:0.004707s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:27:15+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | SQL:  RunTime:0.000695s SQL = UPDATE `ts_home_history` SET `homeid`='51',`userid`='1',`username`='许飞',`remark`='eee',`status`=1,`createtime`=1361946435 WHERE ( `id` = '' )
[ 2013-02-27T14:27:15+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [8] Undefined variable: publicCss a604f4aaa14c3de8abe4275a7ae9b903.php 第 7 行.
[ 2013-02-27T06:27:17+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T06:27:17+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:18+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | SQL:  RunTime:0.003854s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:27:18+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: homeid HomeHistoryAction.class.php 第 16 行.
[ 2013-02-27T14:27:18+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: homeid HomeHistoryAction.class.php 第 17 行.
[ 2013-02-27T14:27:18+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | SQL:  RunTime:0.000594s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_history` WHERE ( `homeid` = null ) LIMIT 1 
[ 2013-02-27T14:27:18+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined variable: list 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 15 行.
[ 2013-02-27T14:27:18+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined variable: page 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 20 行.
[ 2013-02-27T06:27:22+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:27:22+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004741s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001997s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.005677s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.002024s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004756s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001139s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.005942s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T14:27:22+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T06:27:24+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:27:24+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:24+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.003842s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:27:24+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.000812s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_history` WHERE ( `homeid` = '51' ) LIMIT 1 
[ 2013-02-27T14:27:24+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=index&homeid=51 | SQL:  RunTime:0.000606s SQL = SELECT * FROM `ts_home_history` WHERE ( `homeid` = '51' ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T06:27:26+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:27:26+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004832s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003142s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004127s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.002369s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004021s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.001343s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.006410s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T14:27:26+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T06:27:27+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:27:27+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:27+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.003999s SQL = SHOW COLUMNS FROM ts_user
[ 2013-02-27T14:27:27+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.000920s SQL = SELECT `realname` FROM `ts_user` WHERE ( `id` = '1' ) LIMIT 1 
[ 2013-02-27T14:27:27+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:27:27+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 26 行.
[ 2013-02-27T14:27:27+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 33 行.
[ 2013-02-27T14:27:27+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 38 行.
[ 2013-02-27T06:27:50+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T06:27:50+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:27:53+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | SQL:  RunTime:0.004386s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:28:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | SQL:  RunTime:0.004119s SQL = UPDATE `ts_home_history` SET `homeid`='51',`userid`='1',`username`='许飞',`remark`='eeee',`status`=1,`createtime`=1361946476 WHERE ( `id` = '' )
[ 2013-02-27T14:28:45+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [8] Undefined variable: publicCss a604f4aaa14c3de8abe4275a7ae9b903.php 第 7 行.
[ 2013-02-27T06:28:49+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T06:28:49+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:28:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | SQL:  RunTime:0.004844s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:28:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: homeid HomeHistoryAction.class.php 第 16 行.
[ 2013-02-27T14:28:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: homeid HomeHistoryAction.class.php 第 17 行.
[ 2013-02-27T14:28:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | SQL:  RunTime:0.000892s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home_history` WHERE ( `homeid` = null ) LIMIT 1 
[ 2013-02-27T14:28:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined variable: list 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 15 行.
[ 2013-02-27T14:28:49+08:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined variable: page 6cf5e8e9a533f1d0f2e9e0608f3ece1d.php 第 20 行.
[ 2013-02-27T06:29:01+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 237 行.
[ 2013-02-27T06:29:01+00:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.003720s SQL = SHOW COLUMNS FROM ts_home_type
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000894s SQL = SELECT id,name FROM `ts_home_type` WHERE ( `status` = 1 )
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [2] Missing argument 5 for getChildTree(), called in D:\Zend\Apache2\htdocs\trunk\apps\house\Lib\Action\HomeAction.class.php on line 8 and defined extend.php 第 2484 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.004017s SQL = SHOW COLUMNS FROM ts_home_region
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000769s SQL = SELECT * FROM `ts_home_region` WHERE ( `status` = 1 ) ORDER BY id
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: name extend.php 第 2508 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.005640s SQL = SHOW COLUMNS FROM ts_home
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 90 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 93 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price1 HomeAction.class.php 第 99 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: price2 HomeAction.class.php 第 100 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 101 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square1 HomeAction.class.php 第 117 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: square2 HomeAction.class.php 第 118 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: publish HomeAction.class.php 第 133 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homesize HomeAction.class.php 第 134 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: hometypeid HomeAction.class.php 第 135 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined index: homeregionid HomeAction.class.php 第 136 行.
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.000656s SQL = SELECT COUNT(id) AS tp_count FROM `ts_home` WHERE ( 1=1 ) LIMIT 1 
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | SQL:  RunTime:0.002719s SQL = SELECT * FROM `ts_home` WHERE ( 1=1 ) ORDER BY `id` desc LIMIT 0,10 
[ 2013-02-27T14:29:01+08:00 ] /trunk/index.php?app=House&mod=Home&act=index | NOTIC: [8] Undefined variable: type 6ef2e9e9bbd218eefe35cdd1e943883c.php 第 63 行.
[ 2013-02-27T06:29:07+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:29:07+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:29:07+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.019626s SQL = SHOW COLUMNS FROM ts_user
[ 2013-02-27T14:29:07+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.001568s SQL = SELECT `realname` FROM `ts_user` WHERE ( `id` = '1' ) LIMIT 1 
[ 2013-02-27T14:29:07+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:29:07+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 26 行.
[ 2013-02-27T14:29:07+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 33 行.
[ 2013-02-27T14:29:07+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 38 行.
[ 2013-02-27T06:29:20+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:29:20+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:29:20+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.004105s SQL = SHOW COLUMNS FROM ts_user
[ 2013-02-27T14:29:20+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | SQL:  RunTime:0.001277s SQL = SELECT `realname` FROM `ts_user` WHERE ( `id` = '1' ) LIMIT 1 
[ 2013-02-27T14:29:20+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 17 行.
[ 2013-02-27T14:29:20+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 26 行.
[ 2013-02-27T14:29:20+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 33 行.
[ 2013-02-27T14:29:20+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=add&homeid=51 | NOTIC: [8] Undefined variable: vo a610b92420cb0b2efb822297169630d9.php 第 38 行.
[ 2013-02-27T06:29:46+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:29:46+00:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
[ 2013-02-27T14:29:46+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | SQL:  RunTime:0.005133s SQL = SHOW COLUMNS FROM ts_home_history
[ 2013-02-27T14:29:46+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | SQL:  RunTime:0.001510s SQL = UPDATE `ts_home_history` SET `homeid`='51',`userid`='1',`username`='许飞',`remark`='444',`status`=1,`createtime`=1361946586 WHERE ( `id` = '' )
[ 2013-02-27T14:29:46+08:00 ] /trunk/index.php?app=house&mod=HomeHistory&act=saveOrUpdate | NOTIC: [8] Undefined variable: publicCss a604f4aaa14c3de8abe4275a7ae9b903.php 第 7 行.
[ 2013-02-27T06:29:47+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [2048] Declaration of XdataModel::save() should be compatible with that of Model::save() XdataModel.class.php 第 0 行.
[ 2013-02-27T06:29:47+00:00 ] /trunk/index.php?app=house&mod=HomeHistory | NOTIC: [8] Undefined index: banip App.class.php 第 493 行.
